zipcode,total_charitable_contb,agi,num_of_returns,net_investment_income_tax,net_cap_gains_less_loss,num_returns_net_cap_gains_less_loss,num_returns_rent_and_royalty,total_rent_and_royalty,ord_div_amount,num_returns_ord_dividens,state,total_tax_payments_amount,salaries_and_wages_amnt,num_salaries_and_wages,zip_region,agi_per_return
63389,561,225755,3470,49,3976,400,110,100,917,420,MO,25580,177785,2950,633,65.05907780979827
63390,3075,445177,5990,262,12119,980,240,1572,5377,1050,MO,57563,311676,4880,633,74.32003338898164
63401,4885,611469,9480,567,24207,1450,460,4180,9935,1660,MO,86189,421079,7860,634,64.50094936708861
63430,0,13335,240,0,3,20,0,0,29,30,MO,1550,9409,180,634,55.5625
63431,0,8474,150,0,40,30,0,0,0,0,MO,973,6036,120,634,56.49333333333333
63432,0,11708,250,0,473,50,30,158,14,20,MO,964,6177,140,634,46.832
63434,0,15061,230,0,878,50,0,0,58,30,MO,1601,8816,180,634,65.48260869565217
63435,164,92411,1480,0,2591,250,120,1044,1099,280,MO,10501,68914,1230,634,62.439864864864866
63436,0,34656,580,0,747,80,40,542,219,90,MO,3753,22453,440,634,59.751724137931035
63437,0,34900,620,0,2234,110,70,794,192,100,MO,3162,20633,470,634,56.29032258064516
63438,0,9972,190,0,121,30,0,0,0,0,MO,965,7502,150,634,52.48421052631579
63440,0,36615,600,0,589,110,70,478,179,90,MO,3912,26477,480,634,61.025
63441,0,35447,530,0,919,100,40,232,158,90,MO,3755,23608,410,634,66.8811320754717
63443,0,8702,180,0,94,30,0,0,23,20,MO,729,5581,130,634,48.34444444444444
63445,330,93424,1550,52,4226,280,140,1088,1012,260,MO,11047,65224,1250,634,60.273548387096774
63446,0,11726,280,0,289,50,0,0,47,30,MO,1119,7580,180,634,41.878571428571426
63447,0,20089,380,0,380,40,0,0,50,20,MO,2324,13748,320,634,52.86578947368421
63448,0,36850,670,0,528,90,20,113,271,100,MO,3823,28417,540,634,55
63451,0,9944,120,0,125,30,20,243,29,30,MO,969,4970,90,634,82.86666666666666
63452,0,34748,490,0,1440,110,50,620,327,100,MO,3789,22922,390,634,70.91428571428571
63453,0,9366,160,0,241,30,0,0,0,0,MO,811,6319,120,634,58.5375
63454,0,31602,450,0,1751,80,40,72,135,90,MO,3459,21825,370,634,70.22666666666667
63456,299,126041,2010,81,6623,340,140,2302,1907,370,MO,15837,83238,1630,634,62.70696517412935
63457,0,9854,140,0,64,30,0,0,61,30,MO,843,5206,90,634,70.38571428571429
63459,246,123649,1890,59,3586,300,130,1020,995,330,MO,14389,90789,1550,634,65.42275132275132
63460,0,6856,120,0,442,40,0,0,63,30,MO,633,4113,90,634,57.13333333333333
63461,937,186186,2710,140,7555,510,260,2569,2164,590,MO,21203,131879,2180,634,68.70332103321033
63462,0,50882,760,0,1640,150,70,543,435,150,MO,5685,29721,580,634,66.95
63463,0,16407,270,0,120,40,20,69,49,40,MO,1699,11431,210,634,60.766666666666666
63465,0,12083,230,0,166,40,30,108,36,20,MO,1230,8152,160,634,52.53478260869565
63468,399,70666,1170,37,2960,250,140,1227,1422,260,MO,8248,44241,880,634,60.3982905982906
63469,0,29994,480,0,981,130,70,742,190,90,MO,3167,19202,370,634,62.4875
63471,0,18282,270,0,672,60,40,334,304,60,MO,1863,11866,200,634,67.71111111111111
63472,0,7059,190,0,0,0,0,0,0,0,MO,734,5299,160,634,37.15263157894737
63473,0,8084,140,0,147,30,0,0,30,20,MO,783,5307,100,634,57.74285714285714
63474,0,10147,200,0,151,30,20,137,0,0,MO,1043,7000,170,634,50.735
63501,3571,467162,7950,343,28253,1480,640,4152,7928,1590,MO,60214,304848,6390,635,58.76251572327044
63530,0,22425,410,0,618,90,40,103,78,80,MO,2508,14096,290,635,54.69512195121951
63531,0,12479,230,0,670,50,0,0,44,30,MO,972,6583,150,635,54.256521739130434
63532,0,28614,610,0,253,80,40,131,110,90,MO,3104,21866,480,635,46.90819672131148
63533,0,16937,320,0,739,60,30,178,44,50,MO,1575,11238,240,635,52.928125
63534,0,18173,340,0,1131,60,20,87,90,60,MO,1663,11625,260,635,53.45
63536,0,16203,330,0,637,80,40,245,233,40,MO,1356,9025,210,635,49.1
63537,0,38686,740,0,1488,150,70,493,329,120,MO,3822,22317,510,635,52.27837837837838
63541,0,9018,170,0,190,30,0,0,0,0,MO,824,5653,120,635,53.04705882352941
63543,0,5874,140,0,0,0,0,0,0,0,MO,493,2721,80,635,41.957142857142856
63544,0,18381,300,0,403,50,20,142,90,40,MO,1923,12504,240,635,61.27
63545,0,21572,420,0,860,60,30,141,62,50,MO,2194,14786,310,635,51.36190476190476
63546,0,38598,660,0,1733,140,90,764,174,100,MO,3875,24941,470,635,58.481818181818184
63547,0,6942,180,0,229,30,0,0,0,0,MO,636,4998,110,635,38.56666666666667
63548,0,28247,540,0,1860,110,60,377,285,70,MO,2833,18613,410,635,52.30925925925926
63549,0,56906,1050,0,2885,190,100,875,366,180,MO,5594,35221,740,635,54.19619047619047
63551,0,5611,120,0,0,0,0,0,0,0,MO,544,4407,90,635,46.75833333333333
63552,1740,226039,3680,248,15089,690,260,2429,3184,730,MO,27958,137154,2750,635,61.423641304347825
63555,273,85330,1350,43,5995,290,170,1091,1436,210,MO,8348,42880,940,635,63.20740740740741
63556,248,71712,1490,0,4036,180,100,599,397,150,MO,7735,55963,1210,635,48.12885906040268
63557,0,5790,130,0,332,30,0,0,31,20,MO,463,3676,70,635,44.53846153846154
63558,0,15869,290,0,312,80,30,98,46,60,MO,1447,9534,210,635,54.720689655172414
63559,0,28342,550,0,639,80,30,58,185,80,MO,2984,20466,440,635,51.53090909090909
63561,0,25878,490,0,2262,100,70,718,118,80,MO,2575,15751,350,635,52.81224489795918
63563,0,12588,260,0,1079,70,30,80,44,40,MO,746,3847,130,635,48.41538461538462
63565,505,90267,1600,52,8549,330,140,866,1602,300,MO,9701,55691,1150,635,56.416875
63601,646,317977,6790,42,4848,510,150,535,1996,550,MO,35926,250819,5790,636,46.83019145802651
63620,0,24422,490,0,208,60,20,-10,46,40,MO,2671,17211,380,636,49.840816326530614
63621,0,25135,470,0,286,50,0,0,69,60,MO,2877,17665,370,636,53.47872340425532
63622,0,18349,370,0,166,40,0,0,21,30,MO,2211,13971,290,636,49.59189189189189
63623,0,16267,330,0,556,30,0,0,22,30,MO,1747,10812,250,636,49.2939393939394
63624,0,60102,1360,0,665,100,40,66,196,100,MO,6706,44673,1110,636,44.19264705882353
63625,0,7858,170,0,0,0,0,0,70,20,MO,774,5482,110,636,46.22352941176471
63626,0,24344,410,0,4,30,0,0,5,30,MO,3054,19427,340,636,59.37560975609756
63627,149,95044,1330,38,2310,260,60,247,631,260,MO,11786,71491,1100,636,71.46165413533835
63628,2286,365269,6110,96,12724,750,220,591,4263,760,MO,45463,264483,5010,636,59.782160392798694
63629,0,20755,440,0,386,40,0,0,76,40,MO,2379,15668,340,636,47.17045454545455
63630,0,75443,1650,0,783,110,40,1,151,100,MO,8848,59454,1390,636,45.723030303030306
63631,0,17506,330,0,27,30,0,0,37,30,MO,1936,13266,270,636,53.04848484848485
63633,0,8790,230,0,0,0,0,0,0,0,MO,1053,7990,210,636,38.21739130434783
63636,0,7351,180,0,0,0,0,0,0,0,MO,810,5554,150,636,40.83888888888889
63637,0,23249,430,0,150,40,0,0,95,40,MO,2391,16442,360,636,54.06744186046512
63638,0,54059,1070,0,2599,120,60,15,398,110,MO,6832,40643,850,636,50.52242990654206
63640,7428,871665,11780,735,35534,1800,520,3330,17642,1900,MO,125004,538762,9460,636,73.9953310696095
63645,2034,271489,4890,89,8290,560,210,837,2332,530,MO,31209,187294,3990,636,55.51922290388548
63648,0,27939,580,0,62,40,0,0,64,40,MO,3232,21042,460,636,48.17068965517242
63650,323,83218,1660,0,1482,190,60,178,571,200,MO,9081,57836,1310,636,50.13132530120482
63653,0,15547,400,0,0,0,0,0,0,0,MO,1795,13197,350,636,38.8675
63654,0,13644,270,0,102,30,0,0,35,30,MO,1583,8523,200,636,50.53333333333333
63655,0,29135,580,0,805,70,20,148,100,60,MO,3455,20082,440,636,50.23275862068966
63656,0,10205,230,0,75,30,0,0,11,20,MO,1094,8122,190,636,44.369565217391305
63660,0,52006,1140,0,793,60,30,51,60,50,MO,5617,40281,970,636,45.61929824561403
63662,0,26541,500,0,286,60,30,43,113,70,MO,3070,19795,380,636,53.082
63664,636,172836,3390,30,4810,320,150,578,1198,320,MO,19075,127756,2820,636,50.98407079646018
63670,1132,374206,5440,315,13513,1270,280,1921,8034,1320,MO,45106,258919,4260,636,68.78786764705882
63673,0,59135,970,0,1556,210,40,210,547,200,MO,6829,42028,770,636,60.9639175257732
63701,17420,1417399,16370,1910,78904,3510,870,7234,33138,3940,MO,215619,849411,13290,637,86.58515577275504
63703,1460,142626,3240,175,6005,420,110,2137,3836,470,MO,19120,87809,2560,637,44.02037037037037
63730,367,85711,1420,32,1440,160,80,313,515,140,MO,11128,56640,1110,637,60.35985915492958
63732,0,25383,390,0,800,90,0,0,210,100,MO,2807,18389,310,637,65.08461538461539
63735,0,13413,280,0,197,20,0,0,0,0,MO,1346,10773,230,637,47.90357142857143
63736,558,104405,1510,52,3156,190,90,1313,914,210,MO,12764,69024,1270,637,69.14238410596026
63739,0,14229,220,0,247,40,0,0,75,50,MO,1753,9747,190,637,64.67727272727272
63740,232,119352,2140,117,4614,270,120,1101,947,270,MO,13912,88908,1800,637,55.77196261682243
63747,0,13972,180,0,175,50,0,0,110,60,MO,1574,10054,160,637,77.62222222222222
63748,0,31180,430,0,1328,160,0,0,192,140,MO,3084,20065,340,637,72.51162790697674
63751,0,22808,500,0,234,40,0,0,17,40,MO,2664,18050,390,637,45.616
63755,10232,1012313,12970,853,69059,2620,660,4821,14347,3030,MO,131834,685442,10560,637,78.0503469545104
63760,0,18126,270,0,359,60,20,48,73,50,MO,2028,13911,230,637,67.13333333333334
63764,527,119891,2240,51,4969,300,100,378,938,300,MO,14798,87220,1780,637,53.52276785714286
63766,0,38462,610,0,952,120,0,0,353,120,MO,4023,26344,490,637,63.05245901639344
63769,0,45022,650,0,1598,140,40,66,327,150,MO,5550,32289,510,637,69.26461538461538
63771,0,73745,1200,32,2167,150,80,750,372,150,MO,7315,50773,1000,637,61.454166666666666
63775,1593,494598,7860,384,16432,1550,430,3164,6693,1710,MO,57826,346882,6390,637,62.925954198473285
63780,718,178572,2920,64,3769,370,140,886,1271,440,MO,20910,130018,2430,637,61.154794520547945
63781,0,27933,490,0,513,80,30,1,147,80,MO,3060,19937,380,637,57.00612244897959
63785,0,29179,410,0,858,70,0,0,282,80,MO,3189,20342,320,637,71.16829268292683
63787,0,10190,220,0,0,0,0,0,0,0,MO,1031,8205,190,637,46.31818181818182
63801,5954,658263,10000,1666,42355,1160,490,7791,12291,1230,MO,106580,398650,8260,638,65.8263
63821,0,9538,210,0,0,0,0,0,0,0,MO,901,6054,170,638,45.41904761904762
63822,0,60029,1060,0,1798,100,60,856,262,90,MO,5750,38094,850,638,56.6311320754717
63823,0,23602,460,0,0,0,0,0,30,30,MO,2504,15949,370,638,51.30869565217391
63825,533,91590,1680,104,2612,190,100,904,256,170,MO,10641,64173,1340,638,54.517857142857146
63827,0,11561,180,0,0,0,0,0,0,0,MO,981,6199,140,638,64.22777777777777
63829,0,13017,320,0,0,0,0,0,0,0,MO,1537,9629,260,638,40.678125
63830,1021,118013,2230,107,1637,170,120,19,1126,210,MO,15489,81559,1820,638,52.92062780269058
63834,870,127663,2060,235,4294,260,120,1412,1973,260,MO,14330,68349,1720,638,61.97233009708738
63837,0,18520,470,0,0,0,0,0,0,0,MO,2307,15445,410,638,39.40425531914894
63841,3840,372503,5810,342,11060,820,360,5133,3761,820,MO,47029,239366,4710,638,64.11411359724613
63845,400,121999,2120,84,1339,150,100,834,617,170,MO,14571,85519,1790,638,57.54669811320755
63846,0,29519,540,0,269,50,40,661,88,60,MO,3360,20909,430,638,54.66481481481482
63848,0,21638,410,0,0,0,0,0,0,0,MO,2162,14802,360,638,52.77560975609756
63851,525,58333,1340,0,1718,70,60,-12,128,60,MO,8200,41245,1140,638,43.53208955223881
63852,0,20151,440,0,25,30,0,0,0,0,MO,2327,16505,380,638,45.79772727272727
63855,0,21840,320,0,294,30,0,0,43,30,MO,2456,13435,270,638,68.25
63857,2393,241523,4440,266,6776,480,230,912,2885,510,MO,31002,164824,3650,638,54.39707207207207
63862,0,18387,490,0,103,20,0,0,43,30,MO,2338,13507,410,638,37.52448979591837
63863,378,101696,2150,0,1130,180,90,498,953,170,MO,12010,71549,1800,638,47.30046511627907
63867,0,20486,380,0,248,20,0,0,27,30,MO,2090,13367,300,638,53.910526315789475
63868,0,4615,130,0,0,0,0,0,0,0,MO,540,3646,110,638,35.5
63869,207,75708,1370,86,2341,170,70,130,559,190,MO,8769,47529,1100,638,55.261313868613136
63870,0,14663,310,0,0,0,0,0,0,0,MO,1450,8761,260,638,47.3
63873,846,100761,1780,15,1002,170,90,325,437,160,MO,11518,72512,1500,638,56.60730337078652
63876,550,43793,710,0,917,70,20,-80,168,70,MO,4346,30608,630,638,61.680281690140845
63877,923,74313,1140,0,276,110,40,209,320,120,MO,8909,53508,970,638,65.18684210526315
63879,0,10410,220,0,0,0,0,0,0,0,MO,1157,7084,180,638,47.31818181818182
63901,7595,821047,14220,1494,48396,1630,680,3637,15823,1610,MO,102271,543392,11510,639,57.73888888888889
63932,0,22326,470,0,43,30,20,62,42,40,MO,2134,15901,370,639,47.50212765957447
63933,0,66377,1250,0,1636,120,60,428,282,110,MO,7294,45650,1020,639,53.1016
63935,876,171978,3490,74,8140,380,170,1,1219,280,MO,21001,118615,2900,639,49.277363896848136
63936,0,50809,290,0,0,0,0,0,0,0,MO,9831,14100,240,639,175.20344827586206
63937,124,57528,1080,0,554,100,50,22,63,80,MO,7019,43134,890,639,53.266666666666666
63939,0,26846,560,0,976,40,0,0,18,30,MO,3165,20505,460,639,47.93928571428572
63940,0,23049,510,0,238,30,20,60,22,30,MO,2143,15138,390,639,45.194117647058825
63941,0,5473,120,0,0,0,0,0,0,0,MO,551,3728,80,639,45.608333333333334
63942,0,8351,180,0,0,0,0,0,0,0,MO,953,6373,140,639,46.394444444444446
63943,0,12340,270,0,0,0,0,0,0,0,MO,1234,8547,210,639,45.7037037037037
63944,0,24921,560,0,142,40,20,53,69,30,MO,2927,18279,420,639,44.50178571428572
63945,0,27842,520,0,189,50,0,0,25,40,MO,3187,19694,410,639,53.542307692307695
63952,0,4746,100,0,0,0,0,0,0,0,MO,550,3009,80,639,47.46
63953,0,23622,570,0,438,40,0,0,23,30,MO,2522,17310,450,639,41.44210526315789
63954,0,17956,360,0,145,30,0,0,0,0,MO,1701,9839,290,639,49.87777777777778
63955,0,4668,110,0,0,0,0,0,0,0,MO,458,3416,90,639,42.43636363636364
63956,0,16369,330,0,230,40,0,0,16,30,MO,1815,11132,240,639,49.6030303030303
63957,308,90321,1930,0,2480,200,120,557,322,160,MO,10841,63315,1530,639,46.79844559585492
63960,309,58423,1200,0,489,110,70,58,145,100,MO,6616,45617,950,639,48.685833333333335
63961,0,28740,540,0,310,60,0,0,100,50,MO,2613,16771,390,639,53.22222222222222
63964,0,11791,270,0,18,20,0,0,11,20,MO,1278,7829,190,639,43.67037037037037
63965,0,64002,1160,0,5841,130,70,-22,430,110,MO,7663,39335,880,639,55.17413793103448
63966,0,45146,960,0,983,90,40,68,149,80,MO,5534,30867,730,639,47.02708333333333
63967,0,44310,770,0,2448,100,40,-145,230,100,MO,4908,29818,600,639,57.54545454545455
64001,0,24166,310,0,466,100,0,0,1164,120,MO,2088,12543,230,640,77.95483870967742
64011,740,120904,1570,51,3403,230,60,402,700,250,MO,15152,88699,1250,640,77.00891719745223
64012,11825,1100327,13960,2438,84879,2000,470,1389,25703,2130,MO,163145,743027,11600,640,78.81998567335243
64014,6375,964129,13220,268,18651,1960,380,1879,8280,2130,MO,113765,741246,11100,640,72.92957639939486
64015,10483,1201589,15530,613,29237,2630,590,4753,16927,2830,MO,147411,849539,12620,640,77.3721184803606
64016,588,149418,2210,45,2632,260,100,559,961,280,MO,17637,111577,1820,640,67.60995475113123
64017,0,11509,190,0,0,0,0,0,24,20,MO,1222,8141,140,640,60.57368421052632
64018,0,37714,410,0,1567,80,20,296,346,90,MO,4700,24384,330,640,91.98536585365854
64019,302,77329,1120,0,1424,200,50,275,606,180,MO,8207,56967,910,640,69.04375
64020,519,103856,1580,28,2052,330,150,540,1401,340,MO,11045,70110,1270,640,65.73164556962026
64021,0,18083,300,0,149,40,0,0,98,50,MO,1450,10624,240,640,60.276666666666664
64024,1507,460028,7350,132,9704,920,220,1203,4618,970,MO,53204,339754,5940,640,62.58884353741497
64029,5122,803759,9740,373,16459,1460,340,2219,5471,1490,MO,100407,610414,8240,640,82.52145790554415
64030,4838,604326,12040,202,7776,890,360,1060,2496,950,MO,73230,481512,10300,640,50.19318936877077
64034,8033,595606,4390,763,59432,1110,230,1798,10326,1190,MO,97248,389111,3690,640,135.67334851936218
64035,0,25977,380,0,482,50,30,287,126,40,MO,2548,16868,320,640,68.36052631578947
64036,0,4398,120,0,0,0,0,0,0,0,MO,507,3861,110,640,36.65
64037,969,182914,2700,76,6445,550,160,768,2501,600,MO,22082,117011,2130,640,67.74592592592593
64040,767,194911,3060,49,5721,460,150,849,836,400,MO,21944,140396,2410,640,63.69640522875817
64048,1737,193717,2050,68,13938,390,110,318,1705,420,MO,25879,124250,1630,640,94.49609756097561
64050,1883,423537,9440,23,4630,630,220,784,1743,720,MO,47917,339477,7800,640,44.86620762711864
64052,1547,441919,9910,0,5731,730,240,208,2043,820,MO,50159,354533,8210,640,44.59323915237134
64053,0,83870,2290,0,159,90,30,45,100,100,MO,9805,70985,1930,640,36.624454148471614
64054,0,75686,1700,0,492,120,30,68,356,160,MO,8571,60044,1400,640,44.52117647058824
64055,6385,1002973,17630,253,21907,2510,560,4033,11831,2800,MO,111641,701317,13550,640,56.89013045944413
64056,1660,438444,7630,26,4771,700,170,476,1951,740,MO,48295,344823,6490,640,57.46317169069463
64057,4225,489748,7260,263,13181,1200,250,1469,6945,1270,MO,58636,340408,5690,640,67.45840220385675
64058,918,203321,3160,69,4206,330,120,605,782,370,MO,22119,150880,2650,640,64.34208860759493
64060,11038,833978,7630,1284,41711,1800,370,3562,10351,1850,MO,124134,560036,6210,640,109.30249017038008
64061,994,129022,1710,28,2141,250,80,166,481,270,MO,15187,91896,1340,640,75.45146198830409
64062,1175,220774,2870,105,7877,440,130,547,1329,450,MO,25706,163801,2350,640,76.92473867595818
64063,5538,752797,10200,416,19332,1730,310,2460,5990,1870,MO,93038,574674,8550,640,73.80362745098039
64064,17619,1326677,10000,2810,114264,3000,600,6477,29009,3260,MO,209094,819070,7970,640,132.6677
64067,330,138077,2410,31,2985,310,130,602,1825,350,MO,15258,96091,1940,640,57.29336099585062
64068,17485,1527258,17390,1695,63116,3470,740,6626,22782,3780,MO,207439,1069227,14260,640,87.82392179413456
64070,1428,184313,1870,292,11578,390,100,528,2442,420,MO,24206,126951,1460,640,98.56310160427807
64071,0,22812,360,0,362,70,30,23,112,70,MO,2299,16124,260,640,63.36666666666667
64074,0,25084,330,0,219,50,0,0,50,50,MO,2989,16904,270,640,76.01212121212122
64075,2193,448721,6030,318,15646,870,240,1749,3952,900,MO,56498,318689,4890,640,74.41475953565505
64076,1201,325042,4540,149,9154,680,220,1562,2160,680,MO,38854,232894,3730,640,71.59515418502203
64077,0,51240,800,0,1290,100,30,93,173,90,MO,5970,39239,660,640,64.05
64078,3107,415235,5130,202,9902,840,200,2503,3317,910,MO,50353,305939,4230,640,80.94249512670565
64079,8098,728910,7010,451,17116,1490,340,3063,8062,1620,MO,101492,507398,5870,640,103.98145506419401
64080,4300,556994,6640,267,19808,1250,330,1862,4704,1290,MO,70533,400891,5370,640,83.88463855421686
64081,20060,1411149,12900,1569,60531,3800,590,2374,25635,4090,MO,204226,946786,9690,640,109.39139534883721
64082,12685,1034621,9080,544,27570,2390,410,2592,9621,2520,MO,143516,762798,7540,640,113.94504405286344
64083,10474,1082296,12580,563,28961,2500,490,2624,12279,2760,MO,137533,786467,9950,640,86.03306836248012
64084,188,48640,730,0,924,110,20,36,280,120,MO,5615,37677,560,640,66.63013698630137
64085,1112,256144,3960,81,10379,570,250,1848,2432,630,MO,28224,174775,3190,640,64.68282828282828
64086,17341,1250267,11780,1693,81175,2670,530,6898,21724,2870,MO,186319,871118,9870,640,106.13471986417657
64088,0,51911,620,0,1905,90,40,188,280,110,MO,5297,35437,510,640,83.72741935483872
64089,5440,674496,6780,610,27727,1410,350,2764,6102,1500,MO,93661,485006,5560,640,99.48318584070796
64093,5060,746120,11630,538,27402,1960,640,3806,7977,1970,MO,87372,525547,9730,640,64.15477214101462
64096,0,29817,430,0,503,80,40,199,173,90,MO,2836,18500,330,640,69.34186046511628
64097,0,40867,620,0,564,80,40,-15,266,80,MO,4397,29519,510,640,65.91451612903226
64098,1428,151167,1470,212,10572,330,130,767,1775,340,MO,19441,86536,1170,640,102.83469387755102
64101,0,11438,210,0,-1,20,0,0,11,20,MO,1455,10731,190,641,54.46666666666667
64105,962,300669,4140,89,4787,770,80,74,1907,890,MO,41966,263332,3850,641,72.62536231884059
64106,2413,270519,3770,311,9719,570,90,128,5647,580,MO,46243,205083,3350,641,71.75570291777188
64108,16904,530183,5660,3589,53171,1100,230,1122,35138,1170,MO,93104,349646,4900,641,93.67190812720848
64109,2144,250320,4610,171,4758,440,190,661,1843,480,MO,34288,201749,4010,641,54.29934924078091
64110,4107,447190,6810,308,11194,1020,260,455,6359,1130,MO,61149,348759,5840,641,65.66666666666667
64111,5913,712402,9170,1147,27020,1790,380,2080,15622,1940,MO,116059,548489,7990,641,77.68833151581244
64112,32075,1124722,4640,9041,171596,1780,340,3793,99202,1860,MO,279522,437141,3640,641,242.39698275862068
64113,27912,1479764,5800,6583,179220,3010,560,6582,72423,3240,MO,331135,827116,4440,641,255.13172413793103
64114,12807,1129804,12930,1091,42877,3260,560,3013,26708,3640,MO,172539,779307,10360,641,87.3784996133024
64116,7956,733061,9240,1245,60492,1640,350,3390,13924,1700,MO,113588,490004,7560,641,79.33560606060605
64117,778,339051,7050,33,2175,490,100,202,1175,510,MO,38579,284092,6060,641,48.092340425531916
64118,6832,1277368,20900,590,29170,2750,510,2053,10318,2930,MO,151264,984878,17520,641,61.11808612440191
64119,7333,1106380,15650,661,28347,2570,480,1942,13306,2790,MO,133005,812771,12820,641,70.69520766773162
64120,0,47238,680,0,248,100,0,0,117,90,MO,6407,41992,630,641,69.46764705882353
64123,687,161472,4030,0,1201,220,90,109,224,200,MO,19879,139048,3490,641,40.06749379652605
64124,245,174387,4680,0,930,210,90,209,151,210,MO,22082,152049,4070,641,37.26217948717949
64125,0,23185,730,0,0,0,0,0,0,0,MO,2838,21028,620,641,31.76027397260274
64126,0,72785,2230,0,-11,30,0,0,92,30,MO,9523,61049,1910,641,32.639013452914796
64127,811,211874,6070,0,1251,160,110,263,569,140,MO,27601,174520,5180,641,34.90510708401977
64128,651,139199,4380,0,68,80,70,12,201,90,MO,19294,116166,3670,641,31.780593607305935
64129,571,154620,3740,0,1180,200,90,18,362,200,MO,17822,127040,3220,641,41.342245989304814
64130,1486,287731,8490,0,679,180,170,232,255,230,MO,38580,232083,7020,641,33.89057714958775
64131,4760,624646,10270,183,9792,1460,300,42,7489,1660,MO,78203,492627,8590,641,60.8223953261928
64132,937,191186,5520,0,383,140,90,3,111,170,MO,25172,159540,4710,641,34.63514492753623
64133,7308,889708,16370,131,14798,1670,500,918,6880,1870,MO,100778,678442,13370,641,54.349908368967625
64134,2755,406534,9410,0,1991,480,170,409,1197,530,MO,49913,332839,8050,641,43.20233793836344
64136,940,61004,970,0,1728,100,30,178,592,110,MO,7097,39321,790,641,62.89072164948453
64137,1969,232976,4610,0,2237,490,140,201,1313,500,MO,26419,186340,3930,641,50.53709327548807
64138,6296,628225,11910,204,12144,1080,320,-97,5467,1200,MO,73406,480968,9920,641,52.74769101595298
64139,1467,99456,1010,40,2913,200,60,-33,688,210,MO,12746,73443,900,641,98.47128712871287
64145,9996,330876,2650,980,34918,1010,210,1452,13595,1060,MO,53684,159665,1740,641,124.8588679245283
64146,406,56998,760,0,1050,180,40,-15,913,190,MO,6955,38784,550,641,74.99736842105263
64147,0,1668,110,0,0,0,0,0,0,0,MO,546,1349,100,641,15.163636363636364
64149,467,21493,210,0,595,60,0,0,461,60,MO,2526,12054,140,641,102.34761904761905
64150,1571,208905,1900,276,6881,360,70,109,2422,370,MO,32909,133353,1630,641,109.95
64151,10867,1228121,14130,1095,44609,2910,570,2444,17898,3160,MO,166692,880749,11660,641,86.91585279547063
64152,29003,2162997,14850,6947,178375,4090,750,10001,56217,4360,MO,386655,1366257,12430,641,145.65636363636364
64153,2337,268230,3170,174,6346,560,90,351,2755,630,MO,36092,202238,2740,641,84.61514195583597
64154,8398,697118,6640,890,25171,1590,220,387,10907,1650,MO,88347,511640,5370,641,104.98765060240964
64155,9980,1260600,13770,692,41906,2660,410,2018,11250,2770,MO,175205,962995,11780,641,91.54684095860567
64156,2997,417577,3900,252,11093,840,120,682,2553,870,MO,53956,332232,3470,641,107.07102564102564
64157,17272,1377412,10230,1513,48275,2580,360,263,15750,2770,MO,220535,1007617,9020,641,134.64437927663735
64158,2610,271436,3150,176,7674,600,60,317,2595,650,MO,35364,209926,2660,641,86.17015873015873
64161,0,10998,190,0,0,0,0,0,0,0,MO,1122,8409,150,641,57.88421052631579
64163,126,38748,610,0,84,60,0,0,48,70,MO,5200,31602,530,641,63.52131147540984
64164,0,24043,130,0,2236,50,0,0,304,50,MO,3516,10011,80,641,184.94615384615383
64165,0,17621,150,0,66,20,0,0,178,30,MO,2207,13867,130,641,117.47333333333333
64166,0,15470,160,0,268,40,0,0,226,50,MO,1961,10271,130,641,96.6875
64167,0,24505,170,0,191,50,0,0,135,60,MO,3804,16620,140,641,144.14705882352942
64401,0,54549,670,0,1230,110,40,496,327,120,MO,6628,40524,540,644,81.41641791044776
64402,0,57868,1040,0,2438,190,90,805,727,200,MO,6305,37512,830,644,55.64230769230769
64421,0,24269,400,0,71,30,0,0,46,30,MO,2766,19100,330,644,60.6725
64422,0,7724,130,0,0,0,0,0,0,0,MO,730,4531,90,644,59.41538461538462
64423,0,24336,370,0,843,70,50,723,96,50,MO,2346,15345,280,644,65.77297297297298
64424,327,93497,1810,45,3310,380,130,917,1728,370,MO,10595,59606,1320,644,51.655801104972376
64426,0,6718,150,0,0,0,0,0,0,0,MO,697,5294,130,644,44.78666666666667
64427,0,15953,260,0,152,40,30,218,27,20,MO,1543,10556,200,644,61.35769230769231
64428,0,23092,380,0,136,60,40,578,120,190,MO,2312,13501,290,644,60.76842105263158
64429,1565,276658,4340,184,9192,650,250,-9,2634,620,MO,33971,208697,3590,644,63.74608294930876
64430,0,25358,350,0,372,60,20,12,83,40,MO,3030,18284,270,644,72.45142857142856
64431,0,8148,150,0,136,30,20,175,46,60,MO,746,4871,90,644,54.32
64434,0,14681,230,0,129,50,40,159,60,40,MO,1240,9100,170,644,63.8304347826087
64436,0,28742,370,0,656,100,30,136,430,110,MO,3333,20200,270,644,77.68108108108108
64437,0,19028,270,0,34,40,20,-1,39,40,MO,1899,8233,180,644,70.47407407407407
64439,0,60403,780,0,1466,130,50,164,254,120,MO,6618,39957,610,644,77.43974358974359
64440,0,27813,380,0,371,60,20,185,197,50,MO,2665,19189,300,644,73.1921052631579
64442,0,14520,340,0,487,50,40,170,124,50,MO,1583,11493,250,644,42.705882352941174
64443,0,44316,540,0,1214,120,60,398,446,130,MO,5717,25712,390,644,82.06666666666666
64444,464,57316,670,0,2148,110,30,-25,448,110,MO,8232,37659,520,644,85.54626865671642
